ES/EN,MX
"['Gálatas_3_IJSUD.txt', 'Gálatas_3_esp_rva.txt', 'Gálatas_3_esp_a.txt']","['Gálatas_3_xtm.txt', 'Gálatas_3_mza.txt', 'Gálatas_3_mxv.txt', 'Gálatas_3_mpm.txt', 'Gálatas_3_mks.txt', 'Gálatas_3_mjc.txt', 'Gálatas_3_miy.txt', 'Gálatas_3_mit.txt', 'Gálatas_3_mio.txt', 'Gálatas_3_mih.txt', 'Gálatas_3_mie.txt']"
"['Gálatas_4_IJSUD.txt', 'Gálatas_4_esp_rva.txt', 'Gálatas_4_esp_a.txt']","['Gálatas_4_xtm.txt', 'Gálatas_4_mza.txt', 'Gálatas_4_mxv.txt', 'Gálatas_4_mpm.txt', 'Gálatas_4_mks.txt', 'Gálatas_4_mjc.txt', 'Gálatas_4_miy.txt', 'Gálatas_4_mit.txt', 'Gálatas_4_mio.txt', 'Gálatas_4_mih.txt', 'Gálatas_4_mie.txt']"
"['Gálatas_5_IJSUD.txt', 'Gálatas_5_esp_rva.txt', 'Gálatas_5_esp_a.txt']","['Gálatas_5_xtm.txt', 'Gálatas_5_mza.txt', 'Gálatas_5_mxv.txt', 'Gálatas_5_mpm.txt', 'Gálatas_5_mks.txt', 'Gálatas_5_mjc.txt', 'Gálatas_5_miy.txt', 'Gálatas_5_mit.txt', 'Gálatas_5_mio.txt', 'Gálatas_5_mih.txt', 'Gálatas_5_mie.txt']"
"['Gálatas_6_IJSUD.txt', 'Gálatas_6_esp_rva.txt', 'Gálatas_6_esp_a.txt']","['Gálatas_6_xtm.txt', 'Gálatas_6_mza.txt', 'Gálatas_6_mxv.txt', 'Gálatas_6_mpm.txt', 'Gálatas_6_mks.txt', 'Gálatas_6_mjc.txt', 'Gálatas_6_miy.txt', 'Gálatas_6_mit.txt', 'Gálatas_6_mio.txt', 'Gálatas_6_mih.txt', 'Gálatas_6_mie.txt']"
"['Hebreos_10_IJSUD.txt', 'Hebreos_10_esp_rva.txt', 'Hebreos_10_esp_a.txt']","['Hebreos_10_xtm.txt', 'Hebreos_10_mza.txt', 'Hebreos_10_mxv.txt', 'Hebreos_10_mpm.txt', 'Hebreos_10_mks.txt', 'Hebreos_10_mjc.txt', 'Hebreos_10_miy.txt', 'Hebreos_10_mit.txt', 'Hebreos_10_mio.txt', 'Hebreos_10_mih.txt', 'Hebreos_10_mie.txt']"
"['Hebreos_11_IJSUD.txt', 'Hebreos_11_esp_rva.txt', 'Hebreos_11_esp_a.txt']","['Hebreos_11_xtm.txt', 'Hebreos_11_mza.txt', 'Hebreos_11_mxv.txt', 'Hebreos_11_mpm.txt', 'Hebreos_11_mks.txt', 'Hebreos_11_mjc.txt', 'Hebreos_11_miy.txt', 'Hebreos_11_mit.txt', 'Hebreos_11_mio.txt', 'Hebreos_11_mih.txt', 'Hebreos_11_mie.txt']"
"['Hebreos_12_IJSUD.txt', 'Hebreos_12_esp_rva.txt', 'Hebreos_12_esp_a.txt']","['Hebreos_12_xtm.txt', 'Hebreos_12_mza.txt', 'Hebreos_12_mxv.txt', 'Hebreos_12_mpm.txt', 'Hebreos_12_mks.txt', 'Hebreos_12_mjc.txt', 'Hebreos_12_miy.txt', 'Hebreos_12_mit.txt', 'Hebreos_12_mio.txt', 'Hebreos_12_mih.txt', 'Hebreos_12_mie.txt']"
"['Hebreos_13_IJSUD.txt', 'Hebreos_13_esp_rva.txt', 'Hebreos_13_esp_a.txt']","['Hebreos_13_xtm.txt', 'Hebreos_13_mza.txt', 'Hebreos_13_mxv.txt', 'Hebreos_13_mpm.txt', 'Hebreos_13_mks.txt', 'Hebreos_13_mjc.txt', 'Hebreos_13_miy.txt', 'Hebreos_13_mit.txt', 'Hebreos_13_mio.txt', 'Hebreos_13_mih.txt', 'Hebreos_13_mie.txt']"
"['Hebreos_1_IJSUD.txt', 'Hebreos_1_esp_rva.txt', 'Hebreos_1_esp_a.txt']","['Hebreos_1_xtm.txt', 'Hebreos_1_mza.txt', 'Hebreos_1_mxv.txt', 'Hebreos_1_mpm.txt', 'Hebreos_1_mks.txt', 'Hebreos_1_mjc.txt', 'Hebreos_1_miy.txt', 'Hebreos_1_mit.txt', 'Hebreos_1_mio.txt', 'Hebreos_1_mih.txt', 'Hebreos_1_mie.txt']"
"['Hebreos_2_IJSUD.txt', 'Hebreos_2_esp_rva.txt', 'Hebreos_2_esp_a.txt']","['Hebreos_2_xtm.txt', 'Hebreos_2_mza.txt', 'Hebreos_2_mxv.txt', 'Hebreos_2_mpm.txt', 'Hebreos_2_mks.txt', 'Hebreos_2_mjc.txt', 'Hebreos_2_miy.txt', 'Hebreos_2_mit.txt', 'Hebreos_2_mio.txt', 'Hebreos_2_mih.txt', 'Hebreos_2_mie.txt']"
"['Hebreos_3_IJSUD.txt', 'Hebreos_3_esp_rva.txt', 'Hebreos_3_esp_a.txt']","['Hebreos_3_xtm.txt', 'Hebreos_3_mza.txt', 'Hebreos_3_mxv.txt', 'Hebreos_3_mpm.txt', 'Hebreos_3_mks.txt', 'Hebreos_3_mjc.txt', 'Hebreos_3_miy.txt', 'Hebreos_3_mit.txt', 'Hebreos_3_mio.txt', 'Hebreos_3_mih.txt', 'Hebreos_3_mie.txt']"
"['Hebreos_4_IJSUD.txt', 'Hebreos_4_esp_rva.txt', 'Hebreos_4_esp_a.txt']","['Hebreos_4_xtm.txt', 'Hebreos_4_mza.txt', 'Hebreos_4_mxv.txt', 'Hebreos_4_mpm.txt', 'Hebreos_4_mks.txt', 'Hebreos_4_mjc.txt', 'Hebreos_4_miy.txt', 'Hebreos_4_mit.txt', 'Hebreos_4_mio.txt', 'Hebreos_4_mih.txt', 'Hebreos_4_mie.txt']"
"['Hebreos_5_IJSUD.txt', 'Hebreos_5_esp_rva.txt', 'Hebreos_5_esp_a.txt']","['Hebreos_5_mza.txt', 'Hebreos_5_mxv.txt', 'Hebreos_5_mpm.txt', 'Hebreos_5_mks.txt', 'Hebreos_5_mjc.txt', 'Hebreos_5_miy.txt', 'Hebreos_5_mit.txt', 'Hebreos_5_mio.txt', 'Hebreos_5_mih.txt', 'Hebreos_5_mie.txt']"
"['Hebreos_6_IJSUD.txt', 'Hebreos_6_esp_rva.txt', 'Hebreos_6_esp_a.txt']","['Hebreos_6_xtm.txt', 'Hebreos_6_mza.txt', 'Hebreos_6_mxv.txt', 'Hebreos_6_mpm.txt', 'Hebreos_6_mks.txt', 'Hebreos_6_mjc.txt', 'Hebreos_6_miy.txt', 'Hebreos_6_mit.txt', 'Hebreos_6_mio.txt', 'Hebreos_6_mih.txt', 'Hebreos_6_mie.txt']"
"['Hebreos_7_IJSUD.txt', 'Hebreos_7_esp_rva.txt', 'Hebreos_7_esp_a.txt']","['Hebreos_7_xtm.txt', 'Hebreos_7_mza.txt', 'Hebreos_7_mxv.txt', 'Hebreos_7_mpm.txt', 'Hebreos_7_mks.txt', 'Hebreos_7_mjc.txt', 'Hebreos_7_miy.txt', 'Hebreos_7_mit.txt', 'Hebreos_7_mio.txt', 'Hebreos_7_mih.txt', 'Hebreos_7_mie.txt']"
"['Hebreos_8_IJSUD.txt', 'Hebreos_8_esp_rva.txt', 'Hebreos_8_esp_a.txt']","['Hebreos_8_xtm.txt', 'Hebreos_8_mza.txt', 'Hebreos_8_mxv.txt', 'Hebreos_8_mpm.txt', 'Hebreos_8_mks.txt', 'Hebreos_8_mjc.txt', 'Hebreos_8_miy.txt', 'Hebreos_8_mit.txt', 'Hebreos_8_mio.txt', 'Hebreos_8_mih.txt', 'Hebreos_8_mie.txt']"
"['Hebreos_9_IJSUD.txt', 'Hebreos_9_esp_rva.txt', 'Hebreos_9_esp_a.txt']","['Hebreos_9_xtm.txt', 'Hebreos_9_mza.txt', 'Hebreos_9_mxv.txt', 'Hebreos_9_mpm.txt', 'Hebreos_9_mks.txt', 'Hebreos_9_mjc.txt', 'Hebreos_9_miy.txt', 'Hebreos_9_mit.txt', 'Hebreos_9_mio.txt', 'Hebreos_9_mih.txt', 'Hebreos_9_mie.txt']"
"['Hechos_10_IJSUD.txt', 'Hechos_10_esp_rva.txt', 'Hechos_10_esp_a.txt']","['Hechos_10_xtm.txt', 'Hechos_10_mza.txt', 'Hechos_10_mxv.txt', 'Hechos_10_mpm.txt', 'Hechos_10_mks.txt', 'Hechos_10_mjc.txt', 'Hechos_10_miy.txt', 'Hechos_10_mit.txt', 'Hechos_10_mio.txt', 'Hechos_10_mih.txt', 'Hechos_10_mie.txt']"
"['Hechos_11_esp_rva.txt', 'Hechos_11_IJSUD.txt', 'Hechos_11_esp_a.txt']","['Hechos_11_xtm.txt', 'Hechos_11_mza.txt', 'Hechos_11_mxv.txt', 'Hechos_11_mpm.txt', 'Hechos_11_mks.txt', 'Hechos_11_mjc.txt', 'Hechos_11_miy.txt', 'Hechos_11_mit.txt', 'Hechos_11_mio.txt', 'Hechos_11_mih.txt', 'Hechos_11_mie.txt']"
"['Hechos_12_IJSUD.txt', 'Hechos_12_esp_rva.txt', 'Hechos_12_esp_a.txt']","['Hechos_12_xtm.txt', 'Hechos_12_mza.txt', 'Hechos_12_mxv.txt', 'Hechos_12_mpm.txt', 'Hechos_12_mks.txt', 'Hechos_12_mjc.txt', 'Hechos_12_miy.txt', 'Hechos_12_mit.txt', 'Hechos_12_mio.txt', 'Hechos_12_mih.txt', 'Hechos_12_mie.txt']"
"['Hechos_13_IJSUD.txt', 'Hechos_13_esp_rva.txt', 'Hechos_13_esp_a.txt']","['Hechos_13_xtm.txt', 'Hechos_13_mza.txt', 'Hechos_13_mxv.txt', 'Hechos_13_mpm.txt', 'Hechos_13_mks.txt', 'Hechos_13_mjc.txt', 'Hechos_13_miy.txt', 'Hechos_13_mit.txt', 'Hechos_13_mio.txt', 'Hechos_13_mih.txt', 'Hechos_13_mie.txt']"
"['Hechos_14_IJSUD.txt', 'Hechos_14_esp_rva.txt', 'Hechos_14_esp_a.txt']","['Hechos_14_xtm.txt', 'Hechos_14_mza.txt', 'Hechos_14_mxv.txt', 'Hechos_14_mpm.txt', 'Hechos_14_mks.txt', 'Hechos_14_mjc.txt', 'Hechos_14_miy.txt', 'Hechos_14_mit.txt', 'Hechos_14_mio.txt', 'Hechos_14_mih.txt', 'Hechos_14_mie.txt']"
"['Hechos_15_IJSUD.txt', 'Hechos_15_esp_rva.txt', 'Hechos_15_esp_a.txt']","['Hechos_15_xtm.txt', 'Hechos_15_mza.txt', 'Hechos_15_mxv.txt', 'Hechos_15_mpm.txt', 'Hechos_15_mks.txt', 'Hechos_15_mjc.txt', 'Hechos_15_miy.txt', 'Hechos_15_mit.txt', 'Hechos_15_mio.txt', 'Hechos_15_mih.txt', 'Hechos_15_mie.txt']"
"['Hechos_16_IJSUD.txt', 'Hechos_16_esp_rva.txt', 'Hechos_16_esp_a.txt']","['Hechos_16_xtm.txt', 'Hechos_16_mza.txt', 'Hechos_16_mxv.txt', 'Hechos_16_mpm.txt', 'Hechos_16_mks.txt', 'Hechos_16_mjc.txt', 'Hechos_16_miy.txt', 'Hechos_16_mit.txt', 'Hechos_16_mio.txt', 'Hechos_16_mih.txt', 'Hechos_16_mie.txt']"
"['Hechos_17_IJSUD.txt', 'Hechos_17_esp_rva.txt', 'Hechos_17_esp_a.txt']","['Hechos_17_xtm.txt', 'Hechos_17_mza.txt', 'Hechos_17_mxv.txt', 'Hechos_17_mpm.txt', 'Hechos_17_mks.txt', 'Hechos_17_mjc.txt', 'Hechos_17_miy.txt', 'Hechos_17_mit.txt', 'Hechos_17_mio.txt', 'Hechos_17_mih.txt', 'Hechos_17_mie.txt']"
"['Hechos_18_IJSUD.txt', 'Hechos_18_esp_rva.txt', 'Hechos_18_esp_a.txt']","['Hechos_18_xtm.txt', 'Hechos_18_mza.txt', 'Hechos_18_mxv.txt', 'Hechos_18_mpm.txt', 'Hechos_18_mks.txt', 'Hechos_18_mjc.txt', 'Hechos_18_miy.txt', 'Hechos_18_mit.txt', 'Hechos_18_mio.txt', 'Hechos_18_mih.txt', 'Hechos_18_mie.txt']"
"['Hechos_19_IJSUD.txt', 'Hechos_19_esp_rva.txt', 'Hechos_19_esp_a.txt']","['Hechos_19_xtm.txt', 'Hechos_19_mza.txt', 'Hechos_19_mxv.txt', 'Hechos_19_mpm.txt', 'Hechos_19_mks.txt', 'Hechos_19_mjc.txt', 'Hechos_19_miy.txt', 'Hechos_19_mit.txt', 'Hechos_19_mio.txt', 'Hechos_19_mih.txt', 'Hechos_19_mie.txt']"
"['Hechos_1_IJSUD.txt', 'Hechos_1_esp_rva.txt', 'Hechos_1_esp_a.txt']","['Hechos_1_xtm.txt', 'Hechos_1_mza.txt', 'Hechos_1_mxv.txt', 'Hechos_1_mpm.txt', 'Hechos_1_mks.txt', 'Hechos_1_mjc.txt', 'Hechos_1_miy.txt', 'Hechos_1_mit.txt', 'Hechos_1_mio.txt', 'Hechos_1_mih.txt', 'Hechos_1_mie.txt']"
"['Hechos_20_IJSUD.txt', 'Hechos_20_esp_rva.txt', 'Hechos_20_esp_a.txt']","['Hechos_20_xtm.txt', 'Hechos_20_mza.txt', 'Hechos_20_mxv.txt', 'Hechos_20_mpm.txt', 'Hechos_20_mks.txt', 'Hechos_20_mjc.txt', 'Hechos_20_miy.txt', 'Hechos_20_mit.txt', 'Hechos_20_mio.txt', 'Hechos_20_mih.txt', 'Hechos_20_mie.txt']"
"['Hechos_21_IJSUD.txt', 'Hechos_21_esp_rva.txt', 'Hechos_21_esp_a.txt']","['Hechos_21_xtm.txt', 'Hechos_21_mza.txt', 'Hechos_21_mxv.txt', 'Hechos_21_mpm.txt', 'Hechos_21_mks.txt', 'Hechos_21_mjc.txt', 'Hechos_21_miy.txt', 'Hechos_21_mit.txt', 'Hechos_21_mio.txt', 'Hechos_21_mih.txt', 'Hechos_21_mie.txt']"
"['Hechos_22_IJSUD.txt', 'Hechos_22_esp_rva.txt', 'Hechos_22_esp_a.txt']","['Hechos_22_xtm.txt', 'Hechos_22_mza.txt', 'Hechos_22_mxv.txt', 'Hechos_22_mpm.txt', 'Hechos_22_mks.txt', 'Hechos_22_mjc.txt', 'Hechos_22_miy.txt', 'Hechos_22_mit.txt', 'Hechos_22_mio.txt', 'Hechos_22_mih.txt', 'Hechos_22_mie.txt']"
"['Hechos_23_IJSUD.txt', 'Hechos_23_esp_rva.txt', 'Hechos_23_esp_a.txt']","['Hechos_23_xtm.txt', 'Hechos_23_mza.txt', 'Hechos_23_mxv.txt', 'Hechos_23_mpm.txt', 'Hechos_23_mks.txt', 'Hechos_23_mjc.txt', 'Hechos_23_miy.txt', 'Hechos_23_mit.txt', 'Hechos_23_mio.txt', 'Hechos_23_mih.txt', 'Hechos_23_mie.txt']"
"['Hechos_24_IJSUD.txt', 'Hechos_24_esp_rva.txt', 'Hechos_24_esp_a.txt']","['Hechos_24_xtm.txt', 'Hechos_24_mza.txt', 'Hechos_24_mxv.txt', 'Hechos_24_mpm.txt', 'Hechos_24_mks.txt', 'Hechos_24_mjc.txt', 'Hechos_24_miy.txt', 'Hechos_24_mio.txt', 'Hechos_24_mih.txt', 'Hechos_24_mie.txt']"
"['Hechos_25_IJSUD.txt', 'Hechos_25_esp_rva.txt', 'Hechos_25_esp_a.txt']","['Hechos_25_xtm.txt', 'Hechos_25_mza.txt', 'Hechos_25_mxv.txt', 'Hechos_25_mpm.txt', 'Hechos_25_mjc.txt', 'Hechos_25_miy.txt', 'Hechos_25_mit.txt', 'Hechos_25_mio.txt', 'Hechos_25_mih.txt', 'Hechos_25_mie.txt']"
"['Hechos_26_IJSUD.txt', 'Hechos_26_esp_rva.txt', 'Hechos_26_esp_a.txt']","['Hechos_26_xtm.txt', 'Hechos_26_mza.txt', 'Hechos_26_mxv.txt', 'Hechos_26_mpm.txt', 'Hechos_26_mks.txt', 'Hechos_26_mjc.txt', 'Hechos_26_miy.txt', 'Hechos_26_mit.txt', 'Hechos_26_mio.txt', 'Hechos_26_mih.txt', 'Hechos_26_mie.txt']"
"['Hechos_27_IJSUD.txt', 'Hechos_27_esp_rva.txt', 'Hechos_27_esp_a.txt']","['Hechos_27_xtm.txt', 'Hechos_27_mza.txt', 'Hechos_27_mxv.txt', 'Hechos_27_mpm.txt', 'Hechos_27_mks.txt', 'Hechos_27_mjc.txt', 'Hechos_27_miy.txt', 'Hechos_27_mit.txt', 'Hechos_27_mio.txt', 'Hechos_27_mih.txt', 'Hechos_27_mie.txt']"
"['Hechos_28_IJSUD.txt', 'Hechos_28_esp_rva.txt', 'Hechos_28_esp_a.txt']","['Hechos_28_xtm.txt', 'Hechos_28_mza.txt', 'Hechos_28_mxv.txt', 'Hechos_28_mpm.txt', 'Hechos_28_mks.txt', 'Hechos_28_mjc.txt', 'Hechos_28_mit.txt', 'Hechos_28_mio.txt', 'Hechos_28_mih.txt', 'Hechos_28_mie.txt']"
"['Hechos_2_IJSUD.txt', 'Hechos_2_esp_rva.txt', 'Hechos_2_esp_a.txt']","['Hechos_2_xtm.txt', 'Hechos_2_mza.txt', 'Hechos_2_mxv.txt', 'Hechos_2_mpm.txt', 'Hechos_2_mks.txt', 'Hechos_2_mjc.txt', 'Hechos_2_miy.txt', 'Hechos_2_mit.txt', 'Hechos_2_mio.txt', 'Hechos_2_mih.txt', 'Hechos_2_mie.txt']"
"['Hechos_3_IJSUD.txt', 'Hechos_3_esp_rva.txt', 'Hechos_3_esp_a.txt']","['Hechos_3_xtm.txt', 'Hechos_3_mza.txt', 'Hechos_3_mxv.txt', 'Hechos_3_mpm.txt', 'Hechos_3_mks.txt', 'Hechos_3_mjc.txt', 'Hechos_3_miy.txt', 'Hechos_3_mit.txt', 'Hechos_3_mio.txt', 'Hechos_3_mih.txt', 'Hechos_3_mie.txt']"
"['Hechos_4_IJSUD.txt', 'Hechos_4_esp_rva.txt', 'Hechos_4_esp_a.txt']","['Hechos_4_xtm.txt', 'Hechos_4_mza.txt', 'Hechos_4_mxv.txt', 'Hechos_4_mpm.txt', 'Hechos_4_mks.txt', 'Hechos_4_mjc.txt', 'Hechos_4_miy.txt', 'Hechos_4_mit.txt', 'Hechos_4_mio.txt', 'Hechos_4_mih.txt', 'Hechos_4_mie.txt']"
"['Hechos_5_IJSUD.txt', 'Hechos_5_esp_rva.txt', 'Hechos_5_esp_a.txt']","['Hechos_5_xtm.txt', 'Hechos_5_mza.txt', 'Hechos_5_mxv.txt', 'Hechos_5_mpm.txt', 'Hechos_5_mks.txt', 'Hechos_5_mjc.txt', 'Hechos_5_miy.txt', 'Hechos_5_mio.txt', 'Hechos_5_mih.txt', 'Hechos_5_mie.txt']"
"['Hechos_6_IJSUD.txt', 'Hechos_6_esp_rva.txt', 'Hechos_6_esp_a.txt']","['Hechos_6_xtm.txt', 'Hechos_6_mza.txt', 'Hechos_6_mxv.txt', 'Hechos_6_mpm.txt', 'Hechos_6_mks.txt', 'Hechos_6_mjc.txt', 'Hechos_6_miy.txt', 'Hechos_6_mit.txt', 'Hechos_6_mio.txt', 'Hechos_6_mih.txt', 'Hechos_6_mie.txt']"
"['Hechos_7_IJSUD.txt', 'Hechos_7_esp_rva.txt', 'Hechos_7_esp_a.txt']","['Hechos_7_xtm.txt', 'Hechos_7_nhi.txt', 'Hechos_7_mza.txt', 'Hechos_7_mxv.txt', 'Hechos_7_mpm.txt', 'Hechos_7_mks.txt', 'Hechos_7_mjc.txt', 'Hechos_7_miy.txt', 'Hechos_7_mio.txt', 'Hechos_7_mih.txt', 'Hechos_7_mie.txt']"
"['Hechos_8_IJSUD.txt', 'Hechos_8_esp_rva.txt', 'Hechos_8_esp_a.txt']","['Hechos_8_xtm.txt', 'Hechos_8_mza.txt', 'Hechos_8_mxv.txt', 'Hechos_8_mpm.txt', 'Hechos_8_mks.txt', 'Hechos_8_mjc.txt', 'Hechos_8_miy.txt', 'Hechos_8_mit.txt', 'Hechos_8_mio.txt', 'Hechos_8_mih.txt', 'Hechos_8_mie.txt']"
"['Hechos_9_IJSUD.txt', 'Hechos_9_esp_rva.txt', 'Hechos_9_esp_a.txt']","['Hechos_9_xtm.txt', 'Hechos_9_mza.txt', 'Hechos_9_mxv.txt', 'Hechos_9_mpm.txt', 'Hechos_9_mks.txt', 'Hechos_9_mjc.txt', 'Hechos_9_miy.txt', 'Hechos_9_mit.txt', 'Hechos_9_mio.txt', 'Hechos_9_mih.txt', 'Hechos_9_mie.txt']"
"['Juan_10_IJSUD.txt', 'Juan_10_esp_rva.txt', 'Juan_10_esp_a.txt']","['Juan_10_xtm.txt', 'Juan_10_mxv.txt', 'Juan_10_mpm.txt', 'Juan_10_mks.txt', 'Juan_10_mjc.txt', 'Juan_10_miy.txt', 'Juan_10_mit.txt', 'Juan_10_mih.txt', 'Juan_10_mie.txt']"
"['Juan_11_IJSUD.txt', 'Juan_11_esp_rva.txt', 'Juan_11_esp_a.txt']","['Juan_11_xtm.txt', 'Juan_11_mza.txt', 'Juan_11_mxv.txt', 'Juan_11_mpm.txt', 'Juan_11_mks.txt', 'Juan_11_mjc.txt', 'Juan_11_miy.txt', 'Juan_11_mit.txt', 'Juan_11_mio.txt', 'Juan_11_mih.txt', 'Juan_11_mie.txt']"
"['Juan_12_IJSUD.txt', 'Juan_12_esp_rva.txt', 'Juan_12_esp_a.txt']","['Juan_12_xtm.txt', 'Juan_12_mza.txt', 'Juan_12_mxv.txt', 'Juan_12_mpm.txt', 'Juan_12_mks.txt', 'Juan_12_mjc.txt', 'Juan_12_miy.txt', 'Juan_12_mit.txt', 'Juan_12_mio.txt', 'Juan_12_mih.txt', 'Juan_12_mie.txt']"
"['Juan_13_esp_rva.txt', 'Juan_13_IJSUD.txt', 'Juan_13_esp_a.txt']","['Juan_13_xtm.txt', 'Juan_13_mza.txt', 'Juan_13_mxv.txt', 'Juan_13_mpm.txt', 'Juan_13_mks.txt', 'Juan_13_mjc.txt', 'Juan_13_miy.txt', 'Juan_13_mit.txt', 'Juan_13_mio.txt', 'Juan_13_mih.txt', 'Juan_13_mie.txt']"
"['Juan_14_IJSUD.txt', 'Juan_14_esp_rva.txt', 'Juan_14_esp_a.txt']","['Juan_14_xtm.txt', 'Juan_14_mza.txt', 'Juan_14_mxv.txt', 'Juan_14_mpm.txt', 'Juan_14_mks.txt', 'Juan_14_mjc.txt', 'Juan_14_miy.txt', 'Juan_14_mit.txt', 'Juan_14_mio.txt', 'Juan_14_mih.txt', 'Juan_14_mie.txt']"
"['Juan_15_IJSUD.txt', 'Juan_15_esp_rva.txt', 'Juan_15_esp_a.txt']","['Juan_15_xtm.txt', 'Juan_15_mza.txt', 'Juan_15_mxv.txt', 'Juan_15_mpm.txt', 'Juan_15_mks.txt', 'Juan_15_miy.txt', 'Juan_15_mit.txt', 'Juan_15_mio.txt', 'Juan_15_mih.txt', 'Juan_15_mie.txt']"
"['Juan_16_IJSUD.txt', 'Juan_16_esp_rva.txt', 'Juan_16_esp_a.txt']","['Juan_16_xtm.txt', 'Juan_16_mza.txt', 'Juan_16_mxv.txt', 'Juan_16_mpm.txt', 'Juan_16_mks.txt', 'Juan_16_mjc.txt', 'Juan_16_mit.txt', 'Juan_16_mio.txt', 'Juan_16_mih.txt', 'Juan_16_mie.txt', 'Juan_16_maa.txt']"
"['Juan_17_IJSUD.txt', 'Juan_17_esp_rva.txt', 'Juan_17_esp_a.txt']","['Juan_17_xtm.txt', 'Juan_17_mza.txt', 'Juan_17_mxv.txt', 'Juan_17_mpm.txt', 'Juan_17_mks.txt', 'Juan_17_mjc.txt', 'Juan_17_miy.txt', 'Juan_17_mit.txt', 'Juan_17_mie.txt']"
"['Juan_18_IJSUD.txt', 'Juan_18_esp_rva.txt', 'Juan_18_esp_a.txt']","['Juan_18_xtm.txt', 'Juan_18_mza.txt', 'Juan_18_mxv.txt', 'Juan_18_mpm.txt', 'Juan_18_mks.txt', 'Juan_18_mjc.txt', 'Juan_18_miy.txt', 'Juan_18_mit.txt', 'Juan_18_mio.txt', 'Juan_18_mih.txt', 'Juan_18_mie.txt']"
"['Juan_19_esp_rva.txt', 'Juan_19_IJSUD.txt', 'Juan_19_esp_a.txt']","['Juan_19_xtm.txt', 'Juan_19_mza.txt', 'Juan_19_mxv.txt', 'Juan_19_mpm.txt', 'Juan_19_mks.txt', 'Juan_19_mjc.txt', 'Juan_19_miy.txt', 'Juan_19_mit.txt', 'Juan_19_mio.txt', 'Juan_19_mih.txt', 'Juan_19_mie.txt']"
"['Juan_1_IJSUD.txt', 'Juan_1_esp_rva.txt', 'Juan_1_esp_a.txt']","['Juan_1_xtm.txt', 'Juan_1_mza.txt', 'Juan_1_mxv.txt', 'Juan_1_mpm.txt', 'Juan_1_mks.txt', 'Juan_1_mjc.txt', 'Juan_1_miy.txt', 'Juan_1_mit.txt', 'Juan_1_mio.txt', 'Juan_1_mih.txt', 'Juan_1_mie.txt']"
"['Juan_20_IJSUD.txt', 'Juan_20_esp_rva.txt', 'Juan_20_esp_a.txt']","['Juan_20_xtm.txt', 'Juan_20_mza.txt', 'Juan_20_mxv.txt', 'Juan_20_mpm.txt', 'Juan_20_mks.txt', 'Juan_20_mjc.txt', 'Juan_20_miy.txt', 'Juan_20_mit.txt', 'Juan_20_mio.txt', 'Juan_20_mih.txt', 'Juan_20_mie.txt']"
"['Juan_21_IJSUD.txt', 'Juan_21_esp_rva.txt', 'Juan_21_esp_a.txt']","['Juan_21_xtm.txt', 'Juan_21_mza.txt', 'Juan_21_mxv.txt', 'Juan_21_mpm.txt', 'Juan_21_mks.txt', 'Juan_21_mjc.txt', 'Juan_21_miy.txt', 'Juan_21_mit.txt', 'Juan_21_mio.txt', 'Juan_21_mih.txt', 'Juan_21_mie.txt']"
"['Juan_2_IJSUD.txt', 'Juan_2_esp_rva.txt', 'Juan_2_esp_a.txt']","['Juan_2_xtm.txt', 'Juan_2_mza.txt', 'Juan_2_mxv.txt', 'Juan_2_mpm.txt', 'Juan_2_mks.txt', 'Juan_2_mjc.txt', 'Juan_2_miy.txt', 'Juan_2_mit.txt', 'Juan_2_mio.txt', 'Juan_2_mih.txt', 'Juan_2_mie.txt']"
"['Juan_3_IJSUD.txt', 'Juan_3_esp_rva.txt', 'Juan_3_esp_a.txt']","['Juan_3_xtm.txt', 'Juan_3_mza.txt', 'Juan_3_mxv.txt', 'Juan_3_mpm.txt', 'Juan_3_mks.txt', 'Juan_3_mjc.txt', 'Juan_3_miy.txt', 'Juan_3_mit.txt', 'Juan_3_mio.txt', 'Juan_3_mih.txt', 'Juan_3_mie.txt']"
"['Juan_4_IJSUD.txt', 'Juan_4_esp_a.txt']","['Juan_4_xtm.txt', 'Juan_4_mza.txt', 'Juan_4_mxv.txt', 'Juan_4_mpm.txt', 'Juan_4_mks.txt', 'Juan_4_mjc.txt', 'Juan_4_miy.txt', 'Juan_4_mit.txt', 'Juan_4_mio.txt', 'Juan_4_mih.txt', 'Juan_4_mie.txt']"
"['Juan_5_IJSUD.txt', 'Juan_5_esp_rva.txt', 'Juan_5_esp_a.txt']","['Juan_5_xtm.txt', 'Juan_5_mza.txt', 'Juan_5_mxv.txt', 'Juan_5_mpm.txt', 'Juan_5_mks.txt', 'Juan_5_mjc.txt', 'Juan_5_miy.txt', 'Juan_5_mit.txt', 'Juan_5_mio.txt', 'Juan_5_mih.txt', 'Juan_5_mie.txt']"
"['Juan_6_IJSUD.txt', 'Juan_6_esp_rva.txt', 'Juan_6_esp_a.txt']","['Juan_6_xtm.txt', 'Juan_6_mza.txt', 'Juan_6_mxv.txt', 'Juan_6_mpm.txt', 'Juan_6_mks.txt', 'Juan_6_mjc.txt', 'Juan_6_miy.txt', 'Juan_6_mit.txt', 'Juan_6_mio.txt', 'Juan_6_mih.txt', 'Juan_6_mie.txt']"
